"[(~a_16-<d_29,a_11,~a_12,a_5),a_5,(~a_12-<a_7,a_5,~a_3),~a_3,a_7,(a_11<-a_9,~a_3),a_9,d_29]","[(a_16-<a_11,d_29,~a_12,d_35,a_5),a_5,d_35,(~a_12-<a_7,a_5,~a_3),~a_3,a_7,d_29,(a_11<-a_9,~a_3),a_9]","[(a_16-<a_11,d_29,~a_12,d_35,a_5),a_5,d_35,(~a_12-<a_7,a_5,~a_3),~a_3,a_7,d_29,(a_11<-a_9,~a_3),a_9]"
"[(~a_16-<d_29,a_11,~a_12,a_5),a_5,(~a_12-<a_7,a_5,~a_3),~a_3,a_7,(a_11<-a_9,~a_3),a_9,d_29]","[(a_16-<a_11,d_36,d_29,~a_12,a_5),a_5,(~a_12-<a_7,a_5,~a_3),~a_3,a_7,d_29,d_36,(a_11<-a_9,~a_3),a_9]","[(a_16-<a_11,d_36,d_29,~a_12,a_5),a_5,(~a_12-<a_7,a_5,~a_3),~a_3,a_7,d_29,d_36,(a_11<-a_9,~a_3),a_9]"
"[(~a_16-<d_29,a_11,~a_12,a_5),a_5,(~a_12-<a_7,a_5,~a_3),~a_3,a_7,(a_11<-a_9,~a_3),a_9,d_29]","[(a_16-<a_11,d_29,~a_12,a_5,d_37),d_37,a_5,(~a_12-<a_7,a_5,~a_3),~a_3,a_7,d_29,(a_11<-a_9,~a_3),a_9]","[(a_16-<a_11,d_29,~a_12,a_5,d_37),d_37,a_5,(~a_12-<a_7,a_5,~a_3),~a_3,a_7,d_29,(a_11<-a_9,~a_3),a_9]"
"[(~a_16-<a_9,~a_3,d_30),d_30,~a_3,a_9]","[(a_16-<a_9,~a_3,d_30,d_38),d_38,d_30,~a_3,a_9]","[(a_16-<a_9,~a_3,d_30,d_38),d_38,d_30,~a_3,a_9]"
"[(~a_16-< ~d_31,a_7,a_5,~a_3),~a_3,a_5,a_7,~d_31]","[(a_16-< ~d_39,~a_3,~d_31,a_7,a_5),a_5,a_7,~d_31,~a_3,~d_39]","[(a_16-< ~d_39,~a_3,~d_31,a_7,a_5),a_5,a_7,~d_31,~a_3,~d_39]"
"[(a_16-<a_11,a_5,~a_12),(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,(a_11<-a_9,~a_3),a_9]","[(~a_16-<d_29,a_11,~a_12,a_5),a_5,(~a_12-<a_7,a_5,~a_3),~a_3,a_7,(a_11<-a_9,~a_3),a_9,d_29]","[(~a_16-<d_29,a_11,~a_12,a_5),a_5,(~a_12-<a_7,a_5,~a_3),~a_3,a_7,(a_11<-a_9,~a_3),a_9,d_29]"
"[(~a_15-< ~d_40,~a_10,a_14,~a_12),(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,(a_14-<a_8,a_7,~a_3),a_8,(~a_10-<a_7),~d_40]","[(a_15-< ~d_40,~a_10,d_44,~a_12,a_14),(a_14-<a_8,a_7,~a_3),~a_3,a_7,a_8,(~a_12-<a_7,a_5,~a_3),a_5,d_44,(~a_10-<a_7),~d_40]","[(a_15-< ~d_40,~a_10,d_44,~a_12,a_14),(a_14-<a_8,a_7,~a_3),~a_3,a_7,a_8,(~a_12-<a_7,a_5,~a_3),a_5,d_44,(~a_10-<a_7),~d_40]"
"[(~a_15-< ~d_40,~a_10,a_14,~a_12),(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,(a_14-<a_8,a_7,~a_3),a_8,(~a_10-<a_7),~d_40]","[(a_15-< ~d_40,d_45,~a_10,~a_12,a_14),(a_14-<a_8,a_7,~a_3),~a_3,a_7,a_8,(~a_12-<a_7,a_5,~a_3),a_5,(~a_10-<a_7),d_45,~d_40]","[(a_15-< ~d_40,d_45,~a_10,~a_12,a_14),(a_14-<a_8,a_7,~a_3),~a_3,a_7,a_8,(~a_12-<a_7,a_5,~a_3),a_5,(~a_10-<a_7),d_45,~d_40]"
"[(~a_15-< ~a_10,a_14,~a_12,d_41),d_41,(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,(a_14-<a_8,a_7,~a_3),a_8,(~a_10-<a_7)]","[(a_15-< ~a_10,~a_12,d_41,a_14,d_46),d_46,(a_14-<a_8,a_7,~a_3),~a_3,a_7,a_8,d_41,(~a_12-<a_7,a_5,~a_3),a_5,(~a_10-<a_7)]","[(a_15-< ~a_10,~a_12,d_41,a_14,d_46),d_46,(a_14-<a_8,a_7,~a_3),~a_3,a_7,a_8,d_41,(~a_12-<a_7,a_5,~a_3),a_5,(~a_10-<a_7)]"
"[(~a_15-<a_7,d_42),d_42,a_7]","[(a_15-<a_7,d_47,d_42),d_42,d_47,a_7]","[(a_15-<a_7,d_47,d_42),d_42,d_47,a_7]"
"[(~a_15-<d_43,a_7,a_8,~a_3),~a_3,a_8,a_7,d_43]","[(a_15-< ~a_3,d_43,a_7,a_8,d_48),d_48,a_8,a_7,d_43,~a_3]","[(a_15-< ~a_3,d_43,a_7,a_8,d_48),d_48,a_8,a_7,d_43,~a_3]"
"[(a_15-<a_14,~a_12,~a_10),(~a_10-<a_7),a_7,(~a_12-<a_7,a_5,~a_3),~a_3,a_5,(a_14-<a_8,a_7,~a_3),a_8]","[(~a_15-< ~d_40,~a_10,a_14,~a_12),(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,(a_14-<a_8,a_7,~a_3),a_8,(~a_10-<a_7),~d_40]","[(~a_15-< ~d_40,~a_10,a_14,~a_12),(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,(a_14-<a_8,a_7,~a_3),a_8,(~a_10-<a_7),~d_40]"
"[(a_15-<a_14,~a_12,~a_10),(~a_10-<a_7),a_7,(~a_12-<a_7,a_5,~a_3),~a_3,a_5,(a_14-<a_8,a_7,~a_3),a_8]","[(~a_15-< ~a_10,a_14,~a_12,d_41),d_41,(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,(a_14-<a_8,a_7,~a_3),a_8,(~a_10-<a_7)]","[(~a_15-< ~a_10,a_14,~a_12,d_41),d_41,(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,(a_14-<a_8,a_7,~a_3),a_8,(~a_10-<a_7)]"
"[(~a_17-<a_7,a_5,~a_3,d_49),d_49,~a_3,a_5,a_7]","[(a_17-<d_49,~a_3,d_53,a_7,a_5),a_5,a_7,d_53,~a_3,d_49]","[(a_17-<d_49,~a_3,d_53,a_7,a_5),a_5,a_7,d_53,~a_3,d_49]"
"[(~a_17-<a_7,a_5,~a_3,d_49),d_49,~a_3,a_5,a_7]","[(a_17-<d_49,~a_3,a_7,d_54,a_5),a_5,d_54,a_7,~a_3,d_49]","[(a_17-<d_49,~a_3,a_7,d_54,a_5),a_5,d_54,a_7,~a_3,d_49]"
"[(~a_17-<a_7,a_5,~a_3,d_49),d_49,~a_3,a_5,a_7]","[(a_17-<d_49,~a_3,a_7,a_5,d_55),d_55,a_5,a_7,~a_3,d_49]","[(a_17-<d_49,~a_3,a_7,a_5,d_55),d_55,a_5,a_7,~a_3,d_49]"
"[(~a_17-< ~d_50,a_7,a_8,~a_3),~a_3,a_8,a_7,~d_50]","[(a_17-< ~a_3,~d_50,a_7,a_8,~d_56),~d_56,a_8,a_7,~d_50,~a_3]","[(a_17-< ~a_3,~d_50,a_7,a_8,~d_56),~d_56,a_8,a_7,~d_50,~a_3]"
"[(~a_17-<a_7,a_5,~a_3,d_51),d_51,~a_3,a_5,a_7]","[(a_17-< ~a_3,d_57,d_51,a_7,a_5),a_5,a_7,d_51,d_57,~a_3]","[(a_17-< ~a_3,d_57,d_51,a_7,a_5),a_5,a_7,d_51,d_57,~a_3]"
"[(~a_17-<a_7,a_8,~d_52,~a_3),~a_3,~d_52,a_8,a_7]","[(a_17-< ~a_3,~d_52,a_7,d_58,a_8),a_8,d_58,a_7,~d_52,~a_3]","[(a_17-< ~a_3,~d_52,a_7,d_58,a_8),a_8,d_58,a_7,~d_52,~a_3]"
"[(a_18-< ~d_59,~a_3,a_0,~a_12),(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,a_0,~d_59]","[(~a_18-< ~a_3,a_0,~d_59,~a_12,d_63),d_63,(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,~d_59,a_0]","[(~a_18-< ~a_3,a_0,~d_59,~a_12,d_63),d_63,(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,~d_59,a_0]"
"[(a_18-<d_60,~a_3,a_0,~a_12),(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,a_0,d_60]","[(~a_18-<d_64,~a_3,a_0,~a_12,d_60),d_60,(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,a_0,d_64]","[(~a_18-<d_64,~a_3,a_0,~a_12,d_60),d_60,(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,a_0,d_64]"
"[(a_18-<d_61,a_7,a_5,~a_3),~a_3,a_5,a_7,d_61]","[(~a_18-< ~a_3,a_5,a_7,d_61,d_65),d_65,d_61,a_7,a_5,~a_3]","[(~a_18-< ~a_3,a_5,a_7,d_61,d_65),d_65,d_61,a_7,a_5,~a_3]"
"[(a_18-< ~a_3,a_0,d_62,~a_12),(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,d_62,a_0]","[(~a_18-< ~a_3,a_0,~a_12,d_62,~d_66),~d_66,d_62,(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,a_0]","[(~a_18-< ~a_3,a_0,~a_12,d_62,~d_66),~d_66,d_62,(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,a_0]"
"[(~a_18-< ~a_12,a_0,~a_3),~a_3,a_0,(~a_12-<a_7,a_5,~a_3),a_5,a_7]","[(a_18-< ~d_59,~a_3,a_0,~a_12),(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,a_0,~d_59]","[(a_18-< ~d_59,~a_3,a_0,~a_12),(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,a_0,~d_59]"
"[(~a_18-< ~a_12,a_0,~a_3),~a_3,a_0,(~a_12-<a_7,a_5,~a_3),a_5,a_7]","[(a_18-<d_60,~a_3,a_0,~a_12),(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,a_0,d_60]","[(a_18-<d_60,~a_3,a_0,~a_12),(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,a_0,d_60]"
"[(~a_18-< ~a_12,a_0,~a_3),~a_3,a_0,(~a_12-<a_7,a_5,~a_3),a_5,a_7]","[(a_18-< ~a_3,a_0,d_62,~a_12),(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,d_62,a_0]","[(a_18-< ~a_3,a_0,d_62,~a_12),(~a_12-<a_7,a_5,~a_3),~a_3,a_5,a_7,d_62,a_0]"
arg1,arg2,defeater
"[(~a_16-< ~a_0,d_21),d_21,~a_0]","[(a_16-< ~a_0,d_21,d_25),d_25,d_21,~a_0]","[(a_16-< ~a_0,d_21,d_25),d_25,d_21,~a_0]"
"[(~a_16-< ~a_0,d_21),d_21,~a_0]","[(a_16-< ~a_0,d_21,~d_26),~d_26,d_21,~a_0]","[(a_16-< ~a_0,d_21,~d_26),~d_26,d_21,~a_0]"
"[(~a_16-<d_22,a_10),(a_10-< ~a_0),~a_0,d_22]","[(a_16-<d_27,d_22,a_10),(a_10-< ~a_0),~a_0,d_22,d_27]","[(a_16-<d_27,d_22,a_10),(a_10-< ~a_0),~a_0,d_22,d_27]"
"[(~a_16-<d_23,a_10),(a_10-< ~a_0),~a_0,d_23]","[(a_16-<d_23,a_10,d_28),d_28,(a_10-< ~a_0),~a_0,d_23]","[(a_16-<d_23,a_10,d_28),d_28,(a_10-< ~a_0),~a_0,d_23]"
"[(~a_16-< ~a_0,~d_24),~d_24,~a_0]","[(a_16-<d_29,~a_0,~d_24),~d_24,~a_0,d_29]","[(a_16-<d_29,~a_0,~d_24),~d_24,~a_0,d_29]"
"[(a_16-<a_10),(a_10-< ~a_0),~a_0]","[(~a_16-< ~a_0,d_21),d_21,~a_0]","[(~a_16-< ~a_0,d_21),d_21,~a_0]"
"[(a_16-<a_10),(a_10-< ~a_0),~a_0]","[(~a_16-<d_22,a_10),(a_10-< ~a_0),~a_0,d_22]","[(~a_16-<d_22,a_10),(a_10-< ~a_0),~a_0,d_22]"
"[(a_16-<a_10),(a_10-< ~a_0),~a_0]","[(~a_16-<d_23,a_10),(a_10-< ~a_0),~a_0,d_23]","[(~a_16-<d_23,a_10),(a_10-< ~a_0),~a_0,d_23]"
"[(a_16-<a_10),(a_10-< ~a_0),~a_0]","[(~a_16-< ~a_0,~d_24),~d_24,~a_0]","[(~a_16-< ~a_0,~d_24),~d_24,~a_0]"
"[(~a_15-<a_2,d_30,~a_4,a_6),a_6,~a_4,d_30,a_2]","[(a_15-<d_30,~a_4,~d_34,a_2,a_6),a_6,a_2,~d_34,~a_4,d_30]","[(a_15-<d_30,~a_4,~d_34,a_2,a_6),a_6,a_2,~d_34,~a_4,d_30]"
"[(~a_15-<a_2,d_30,~a_4,a_6),a_6,~a_4,d_30,a_2]","[(a_15-<d_35,d_30,~a_4,a_2,a_6),a_6,a_2,~a_4,d_30,d_35]","[(a_15-<d_35,d_30,~a_4,a_2,a_6),a_6,a_2,~a_4,d_30,d_35]"
"[(~a_15-<a_2,~d_31,~a_4,a_6),a_6,~a_4,~d_31,a_2]","[(a_15-<d_36,~d_31,~a_4,a_2,a_6),a_6,a_2,~a_4,~d_31,d_36]","[(a_15-<d_36,~d_31,~a_4,a_2,a_6),a_6,a_2,~a_4,~d_31,d_36]"
"[(~a_15-<a_2,~d_32,~a_4,a_6),a_6,~a_4,~d_32,a_2]","[(a_15-<a_6,~a_4,a_2,~d_32,d_37),d_37,~d_32,a_2,~a_4,a_6]","[(a_15-<a_6,~a_4,a_2,~d_32,d_37),d_37,~d_32,a_2,~a_4,a_6]"
"[(~a_15-<a_2,d_33,~a_4,a_6),a_6,~a_4,d_33,a_2]","[(a_15-<d_33,~d_38,~a_4,a_2,a_6),a_6,a_2,~a_4,~d_38,d_33]","[(a_15-<d_33,~d_38,~a_4,a_2,a_6),a_6,a_2,~a_4,~d_38,d_33]"
"[(a_18-<d_39,~a_4,a_6),a_6,~a_4,d_39]","[(~a_18-<d_43,d_39,~a_4,a_6),a_6,~a_4,d_39,d_43]","[(~a_18-<d_43,d_39,~a_4,a_6),a_6,~a_4,d_39,d_43]"
"[(a_18-<d_39,~a_4,a_6),a_6,~a_4,d_39]","[(~a_18-< ~d_44,d_39,~a_4,a_6),a_6,~a_4,d_39,~d_44]","[(~a_18-< ~d_44,d_39,~a_4,a_6),a_6,~a_4,d_39,~d_44]"
"[(a_18-<d_39,~a_4,a_6),a_6,~a_4,d_39]","[(~a_18-<d_39,~d_45,~a_4,a_6),a_6,~a_4,~d_45,d_39]","[(~a_18-<d_39,~d_45,~a_4,a_6),a_6,~a_4,~d_45,d_39]"
"[(a_18-<d_39,~a_4,a_6),a_6,~a_4,d_39]","[(~a_18-<d_39,d_46,~a_4,a_6),a_6,~a_4,d_46,d_39]","[(~a_18-<d_39,d_46,~a_4,a_6),a_6,~a_4,d_46,d_39]"
"[(a_18-<a_11,~a_14,d_40),d_40,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3]","[(~a_18-<d_47,a_11,~a_14,d_40),d_40,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3,d_47]","[(~a_18-<d_47,a_11,~a_14,d_40),d_40,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3,d_47]"
"[(a_18-<a_11,~a_14,d_40),d_40,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3]","[(~a_18-<a_11,~a_14,d_48,d_40),d_40,d_48,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3]","[(~a_18-<a_11,~a_14,d_48,d_40),d_40,d_48,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3]"
"[(a_18-<a_11,~a_14,d_41),d_41,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3]","[(~a_18-<d_49,a_11,~a_14,d_41),d_41,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3,d_49]","[(~a_18-<d_49,a_11,~a_14,d_41),d_41,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3,d_49]"
"[(a_18-<a_11,~a_14,d_41),d_41,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3]","[(~a_18-< ~d_50,a_11,~a_14,d_41),d_41,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3,~d_50]","[(~a_18-< ~d_50,a_11,~a_14,d_41),d_41,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3,~d_50]"
"[(a_18-<d_42,~a_4,a_6),a_6,~a_4,d_42]","[(~a_18-< ~d_51,d_42,~a_4,a_6),a_6,~a_4,d_42,~d_51]","[(~a_18-< ~d_51,d_42,~a_4,a_6),a_6,~a_4,d_42,~d_51]"
"[(a_18-<d_42,~a_4,a_6),a_6,~a_4,d_42]","[(~a_18-<d_52,d_42,~a_4,a_6),a_6,~a_4,d_42,d_52]","[(~a_18-<d_52,d_42,~a_4,a_6),a_6,~a_4,d_42,d_52]"
"[(~a_18-< ~a_14,a_11),(a_11-< ~a_3),~a_3,(~a_14-<a_6,~a_4),~a_4,a_6]","[(a_18-<a_11,~a_14,d_40),d_40,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3]","[(a_18-<a_11,~a_14,d_40),d_40,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3]"
"[(~a_18-< ~a_14,a_11),(a_11-< ~a_3),~a_3,(~a_14-<a_6,~a_4),~a_4,a_6]","[(a_18-<a_11,~a_14,d_41),d_41,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3]","[(a_18-<a_11,~a_14,d_41),d_41,(~a_14-<a_6,~a_4),~a_4,a_6,(a_11-< ~a_3),~a_3]"
"[(a_19-<d_53,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_53]","[(~a_19-<d_57,d_53,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_53,d_57]","[(~a_19-<d_57,d_53,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_53,d_57]"
"[(a_19-<d_53,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_53]","[(~a_19-< ~d_58,d_53,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_53,~d_58]","[(~a_19-< ~d_58,d_53,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_53,~d_58]"
"[(a_19-<d_53,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_53]","[(~a_19-<d_53,~d_59,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,~d_59,d_53]","[(~a_19-<d_53,~d_59,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,~d_59,d_53]"
"[(a_19-<d_54,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_54]","[(~a_19-<d_60,d_54,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_54,d_60]","[(~a_19-<d_60,d_54,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_54,d_60]"
"[(a_19-<d_54,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_54]","[(~a_19-<d_54,d_61,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_61,d_54]","[(~a_19-<d_54,d_61,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_61,d_54]"
"[(a_19-<d_55,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_55]","[(~a_19-< ~d_62,d_55,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_55,~d_62]","[(~a_19-< ~d_62,d_55,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_55,~d_62]"
"[(a_19-<d_56,~a_0),~a_0,d_56]","[(~a_19-<d_63,d_56,~a_0),~a_0,d_56,d_63]","[(~a_19-<d_63,d_56,~a_0),~a_0,d_56,d_63]"
"[(~a_19-<a_20,a_10),(a_10-< ~a_0),~a_0,a_20]","[(a_19-<d_53,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_53]","[(a_19-<d_53,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_53]"
"[(~a_19-<a_20,a_10),(a_10-< ~a_0),~a_0,a_20]","[(a_19-<d_54,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_54]","[(a_19-<d_54,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_54]"
"[(~a_19-<a_20,a_10),(a_10-< ~a_0),~a_0,a_20]","[(a_19-<d_55,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_55]","[(a_19-<d_55,a_10,a_20),a_20,(a_10-< ~a_0),~a_0,d_55]"
"[(a_17-<d_64,a_7,~a_13),(~a_13-<a_7),a_7,d_64]","[(~a_17-<d_64,a_7,~a_13,d_68),d_68,(~a_13-<a_7),a_7,d_64]","[(~a_17-<d_64,a_7,~a_13,d_68),d_68,(~a_13-<a_7),a_7,d_64]"
"[(a_17-<d_64,a_7,~a_13),(~a_13-<a_7),a_7,d_64]","[(~a_17-<d_64,a_7,~d_69,~a_13),(~a_13-<a_7),a_7,~d_69,d_64]","[(~a_17-<d_64,a_7,~d_69,~a_13),(~a_13-<a_7),a_7,~d_69,d_64]"
"[(a_17-<a_7,d_65),d_65,a_7]","[(~a_17-<d_70,a_7,d_65),d_65,a_7,d_70]","[(~a_17-<d_70,a_7,d_65),d_65,a_7,d_70]"
"[(a_17-<a_7,d_66,~a_13),(~a_13-<a_7),a_7,d_66]","[(~a_17-<a_7,d_71,d_66,~a_13),(~a_13-<a_7),a_7,d_66,d_71]","[(~a_17-<a_7,d_71,d_66,~a_13),(~a_13-<a_7),a_7,d_66,d_71]"
"[(a_17-< ~d_67,a_7),a_7,~d_67]","[(~a_17-< ~d_67,a_7,d_72),d_72,a_7,~d_67]","[(~a_17-< ~d_67,a_7,d_72),d_72,a_7,~d_67]"
"[(~a_17-< ~a_13,a_7),a_7,(~a_13-<a_7)]","[(a_17-<d_64,a_7,~a_13),(~a_13-<a_7),a_7,d_64]","[(a_17-<d_64,a_7,~a_13),(~a_13-<a_7),a_7,d_64]"
"[(~a_17-< ~a_13,a_7),a_7,(~a_13-<a_7)]","[(a_17-<a_7,d_65),d_65,a_7]","[(a_17-<a_7,d_65),d_65,a_7]"
"[(~a_17-< ~a_13,a_7),a_7,(~a_13-<a_7)]","[(a_17-<a_7,d_66,~a_13),(~a_13-<a_7),a_7,d_66]","[(a_17-<a_7,d_66,~a_13),(~a_13-<a_7),a_7,d_66]"
"[(~a_17-< ~a_13,a_7),a_7,(~a_13-<a_7)]","[(a_17-< ~d_67,a_7),a_7,~d_67]","[(a_17-< ~d_67,a_7),a_7,~d_67]"
arg1,arg2,defeater
"[(a_15-<a_2,a_9,~a_0,d_20),d_20,~a_0,a_9,a_2]","[(~a_15-<d_20,a_9,~a_0,~d_24,a_2),a_2,~d_24,~a_0,a_9,d_20]","[(~a_15-<d_20,a_9,~a_0,~d_24,a_2),a_2,~d_24,~a_0,a_9,d_20]"
"[(a_15-<a_2,d_21,a_10),(a_10-< ~a_0,a_2,a_9),a_9,a_2,~a_0,d_21]","[(~a_15-<a_2,d_21,a_10,d_25),d_25,(a_10-< ~a_0,a_2,a_9),a_9,a_2,~a_0,d_21]","[(~a_15-<a_2,d_21,a_10,d_25),d_25,(a_10-< ~a_0,a_2,a_9),a_9,a_2,~a_0,d_21]"
"[(a_15-<a_2,a_9,d_22,~a_0),~a_0,d_22,a_9,a_2]","[(~a_15-<d_22,d_26,a_9,~a_0,a_2),a_2,~a_0,a_9,d_26,d_22]","[(~a_15-<d_22,d_26,a_9,~a_0,a_2),a_2,~a_0,a_9,d_26,d_22]"
"[(a_15-<a_2,a_10,~d_23),~d_23,(a_10-< ~a_0,a_2,a_9),a_9,a_2,~a_0]","[(~a_15-<a_2,~d_27,a_10,~d_23),~d_23,(a_10-< ~a_0,a_2,a_9),a_9,a_2,~a_0,~d_27]","[(~a_15-<a_2,~d_27,a_10,~d_23),~d_23,(a_10-< ~a_0,a_2,a_9),a_9,a_2,~a_0,~d_27]"
"[(~a_15-<a_10,a_2),a_2,(a_10-< ~a_0,a_2,a_9),a_9,~a_0]","[(a_15-<a_2,a_9,~a_0,d_20),d_20,~a_0,a_9,a_2]","[(a_15-<a_2,a_9,~a_0,d_20),d_20,~a_0,a_9,a_2]"
"[(~a_15-<a_10,a_2),a_2,(a_10-< ~a_0,a_2,a_9),a_9,~a_0]","[(a_15-<a_2,d_21,a_10),(a_10-< ~a_0,a_2,a_9),a_9,a_2,~a_0,d_21]","[(a_15-<a_2,d_21,a_10),(a_10-< ~a_0,a_2,a_9),a_9,a_2,~a_0,d_21]"
"[(~a_15-<a_10,a_2),a_2,(a_10-< ~a_0,a_2,a_9),a_9,~a_0]","[(a_15-<a_2,a_9,d_22,~a_0),~a_0,d_22,a_9,a_2]","[(a_15-<a_2,a_9,d_22,~a_0),~a_0,d_22,a_9,a_2]"
"[(~a_15-<a_10,a_2),a_2,(a_10-< ~a_0,a_2,a_9),a_9,~a_0]","[(a_15-<a_2,a_10,~d_23),~d_23,(a_10-< ~a_0,a_2,a_9),a_9,a_2,~a_0]","[(a_15-<a_2,a_10,~d_23),~d_23,(a_10-< ~a_0,a_2,a_9),a_9,a_2,~a_0]"
"[(~a_19-< ~d_28,a_12),(a_12-< ~a_0),~a_0,~d_28]","[(a_19-<d_32,~d_28,a_12),(a_12-< ~a_0),~a_0,~d_28,d_32]","[(a_19-<d_32,~d_28,a_12),(a_12-< ~a_0),~a_0,~d_28,d_32]"
"[(~a_19-< ~d_28,a_12),(a_12-< ~a_0),~a_0,~d_28]","[(a_19-< ~d_33,~d_28,a_12),(a_12-< ~a_0),~a_0,~d_28,~d_33]","[(a_19-< ~d_33,~d_28,a_12),(a_12-< ~a_0),~a_0,~d_28,~d_33]"
"[(~a_19-< ~d_28,a_12),(a_12-< ~a_0),~a_0,~d_28]","[(a_19-<d_34,~d_28,a_12),(a_12-< ~a_0),~a_0,~d_28,d_34]","[(a_19-<d_34,~d_28,a_12),(a_12-< ~a_0),~a_0,~d_28,d_34]"
"[(~a_19-< ~d_29,~a_0),~a_0,~d_29]","[(a_19-< ~d_29,~a_0,~d_35),~d_35,~a_0,~d_29]","[(a_19-< ~d_29,~a_0,~d_35),~d_35,~a_0,~d_29]"
"[(~a_19-< ~d_29,~a_0),~a_0,~d_29]","[(a_19-< ~d_29,~a_0,~d_36),~d_36,~a_0,~d_29]","[(a_19-< ~d_29,~a_0,~d_36),~d_36,~a_0,~d_29]"
"[(~a_19-<d_30,a_12),(a_12-< ~a_0),~a_0,d_30]","[(a_19-<d_30,a_12,d_37),d_37,(a_12-< ~a_0),~a_0,d_30]","[(a_19-<d_30,a_12,d_37),d_37,(a_12-< ~a_0),~a_0,d_30]"
"[(~a_19-<d_30,a_12),(a_12-< ~a_0),~a_0,d_30]","[(a_19-<d_30,a_12,d_38),d_38,(a_12-< ~a_0),~a_0,d_30]","[(a_19-<d_30,a_12,d_38),d_38,(a_12-< ~a_0),~a_0,d_30]"
"[(~a_19-< ~d_31,~a_0),~a_0,~d_31]","[(a_19-< ~d_31,d_39,~a_0),~a_0,d_39,~d_31]","[(a_19-< ~d_31,d_39,~a_0),~a_0,d_39,~d_31]"
